golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms,generated_answer,refused,generation_ms
G_001,REC_001,B003HV3WN6,Automotive,medium,descriptive,sentwin,1,Does this work on 12 and 24 volts system,[UNANSWERABLE],,0,"[""KB_00006""]","[""I am just a shade tree mechanic and I can say if you can get one get it. You can check out the electrical section at Realfixesrealfast.com and see it at work. just go to the video section.""]",110.81170800025575,The available reviews do not provide enough information to answer this question.,True,371.0657089977758
G_002,REC_002,B0000E2PBX,Health_and_Personal_Care,long,descriptive,sentwin,1,"The ball completely blocks air from passing by to get to my lungs, is this supposed to happen? Are you supposed to get NO air when inhaling? The instructions state ""inhale...until you feel your lungs are full"" but that doesn't happen with the ball completely blocking all air from passing into your mouth. thanks.",[UNANSWERABLE],,0,"[""KB_00014""]","[""I'm no doctor, so I'm only writing this as someone with breathing problems.Inhaling is mostly a passive function. So when you use this device, the muscles involved in inhaling are coaxed into being active. I can feel them working differently than they usually do, and it's quite a workout!It's analogous to the benefit that a really bulked-up football player gets when he stretches.""]",32.100999997055624,The available reviews do not provide enough information to answer this question.,True,202.4950839986559
G_003,REC_003,B004XMVZVY,Toys_and_Games,medium,descriptive,sentwin,1,How many are in the pack??,There is only 1 in a pack.,KB_00030,1,"[""KB_00030""]","[""Next year I plan on buying a case or 2. Gotta bring these back!""]",26.185457994870376,The available reviews do not provide enough information to answer this question.,True,136.03183300438104
G_004,REC_004,B0010WP46M,Electronics,long,descriptive,sentwin,1,"Does the power adaptor work with international voltages? Basically want to know if the power adaptor will work overseas as well (220 V), and what the power output of that adaptor is (for eg. 5V DC at 500 ma?).",Yes. It supports 100V-240V,KB_00032,1,"[""KB_00036""]","[""I bought this as a Christmas gift and it never worked at all. Would not even power on.""]",36.643833002017345,The available reviews do not provide enough information to answer this question.,True,132.03279199660756
G_005,REC_005,B0012YKLSE,Home_and_Kitchen,medium,descriptive,sentwin,1,What are the measurements for this item?,[UNANSWERABLE],,0,"[""KB_00047""]","[""was a little concerned with the reviews about it breaking, but ive had mine for over a year now and have had absolutely no problems with it. fits nicely into the oversized sink in the old house that im renting. doesnt scratch up the sink since the feet are covered.""]",10.441124999488238,The available reviews do not provide enough information to answer this question.,True,333.09441700112075
G_006,REC_006,B004OFOT72,Sports_and_Outdoors,long,descriptive,sentwin,1,hi does anyone know if it will take a scope and could you hunt bull frogs with it if you wanted to,"The crossbow comes with a scope of its own, and if sighted in properly you could probably hit a bull frog",KB_00060,1,"[""KB_00058""]","[""It didn't have very good instructions on how to assemble but it was easy to figure out. It was sent with a scope but my husband didn't put it on it because you wouldn't have good vision through it later in the evening.""]",35.06687499611871,"The product comes with a scope, but its effectiveness may be limited in low-light conditions. It does not provide information on hunting bull frogs specifically.",False,246.87666699901456
G_007,REC_007,B005XUNG5I,Health_and_Personal_Care,short,descriptive,sentwin,1,what is the power source?,"Batteries, but I found it to be weak.",KB_00064,1,"[""KB_00065""]","[""This workers wonders. The batteries last and it has power. Makes my heels feel so soft.""]",33.00808399944799,The power source is batteries.,False,320.84699999541044
G_008,REC_008,B002LAS5TU,Home_and_Kitchen,long,descriptive,sentwin,1,"Does the lids fit on the pans also? For example, does the large pot lid fit on the large pan?",The largest ps. Is the only one that a lid doesn't fit. This is a great set for the money,KB_00072,1,"[""KB_00075""]","[""Not bad. Pretty decent little set of pans.I wish there was one slightly larger lid - but hey - no biggie.""]",24.931917003414128,"The reviews do not mention whether the lids fit on the pans, but one reviewer mentions wishing for a slightly larger lid, implying that lid size might be an issue. The available information does not confirm whether the large pot lid fits on the large pan.",True,408.58624999964377
G_009,REC_009,B00AR1A7ZU,Pet_Supplies,long,descriptive,sentwin,1,How big is the part that actually goes in the tank? I'm trying to figure out if it will fit in my (very small) sump.,[UNANSWERABLE],,0,"[""KB_00081""]","[""No more coming home to my return pump inhaling all that air. Works great for my 55 gallon with 10 gallon sump.""]",24.512374999176245,The available reviews do not provide enough information to answer this question.,True,123.99691600148799
G_010,REC_010,B000GU3KHO,Automotive,long,descriptive,sentwin,1,I have a Harley Dyna Switchback with windshield and saddle bags.  Is the XL the right size for me?,[UNANSWERABLE],,0,"[""KB_00091""]","[""Comes with a neat holding bag that it wraps up into relatively easily. A size XL fits my '94 Honda CB1000 without a windshield perfectly.""]",24.713541999517474,The available reviews do not provide enough information to answer this question.,True,118.45283299771836
