golden_id,record_id,asin,category,q_bucket,question_type,pipeline,k,question,gold_answer,evidence_doc_id,is_answerable,retrieved_doc_ids,retrieved_context,retrieval_ms
G_001,REC_001,B00E7LVBCE,Electronics,medium,descriptive,sentwin,3,My computer is DVI-I.  This monitor is DVI-D.  Is it compatible?,[UNANSWERABLE],,1,"[""KB_00001"", ""KB_00004"", ""KB_00001""]","[""I wanted a monitor to connect to my laptop. I am enjoying with my new dell monitor good.It has both VGA and DVI options. Would have given 5 rating if the VGA cable was of good quality."", ""No generic names. My Dell monitor fits my Dell computer just wonderful! And, I received it within 3 days!"", ""Excellent. I wanted a monitor to connect to my laptop. I am enjoying with my new dell monitor good.It has both VGA and DVI options.""]",102.25370794069022
G_002,REC_002,B008N7CCJY,Electronics,medium,descriptive,sentwin,3,Can I use this for my android tablet in the car,"Dear Ann I do not own a tablet,however the purpose of this transmitter is to broadcast a signal thru your car stereo from outside devices, when you carstereo does not have an 3.5mm cable port this is a substitute.So if you are planing to play music thru your tablet ( AND ) if your tablet has a ear phone jack then yes it should work",KB_00016,1,"[""KB_00014"", ""KB_00015"", ""KB_00012""]","[""I love it . I can now use my phone in the car . The only couple of problems is that of course there's a little bit of static depending where your at but over all a great product"", ""I just got this for my wife's car so we could listen to music from our phones. We used to use a tape deck adapter but the tape deck in her car just stopped working, so I got this."", ""I use this in my car all of the time when I'm waiting in my car for someone or when I am driving. I love it a lot I definitely recommend!""]",35.55249993223697
G_003,REC_003,B008VGQ4VO,Electronics,long,descriptive,sentwin,3,"Can anyone provide the cord length? My CPU is under my desk, and most earbuds only provide about 4', which is too short.",[UNANSWERABLE],,1,"[""KB_00023"", ""KB_00027"", ""KB_00028""]","[""Comfortable earbuds but there's already a short the sound and I'd say I've had these about a month. Not too happy about that."", ""I recently bought these here and in my opinion....the new flat cord was a terrible idea....I had a pair before these with the round cord and they were great until they developed a short of course....unless you only listen motionless these new one's are worthless....the cord noise is so bad it's ridicules...why they would want to lose good customers like myself is a mystery to me...but they have...."", ""There is also a lot of cord noise. I sit at my desk and listen to pandora, and have to take the headphones out because the cord noise becomes very distracting - the slightest shift is incredibly loud.3.""]",30.41729098185897
G_004,REC_004,B00C53831I,Electronics,medium,descriptive,sentwin,3,Will These Work In My Dell Optiplex GX 620sff?,"Yes, they should work on your Dell Optiplex 620. I have a desktop of that vintage and these modules worked on mine. Here's a suggestion: Go to Crucial.com and take advantage of their memory scanner-----this will verify the kind of memory modules your computer needs-----this doesn't commit you to buying theirs.",KB_00033,1,"[""KB_00033"", ""KB_00031"", ""KB_00033""]","[""If you know the exact nomenclature of the description (by a little research) of the modules you need, then it is safe to purchase same. These modules were just what I needed to expand the memory on my Dell desktop computer. Easy to install and ran my memory stress tests with no errors."", ""The memory was a perfect fit for my Dell desktop computers and I had no problem with installing the memory myself. I received my purchase ahead of time and you can not beat the price."", ""One needs to be careful in buying memory modules without the advice of the makers of these modules. If you know the exact nomenclature of the description (by a little research) of the modules you need, then it is safe to purchase same.""]",25.394832948222756
G_005,REC_005,B006YVFGAS,Electronics,medium,descriptive,sentwin,3,Would I need to still buy a converter box for this antenna?,"Depends on your display monitor or TV. It needs to have a tuner built in to the display to go without a converter box. If it's an old heavy box CRT TV you will probably need a converter box. If it's a newer LCD TV than you probably don't. In a nutshell, your monitor or TV needs to be able to receive ATSC signals.",KB_00041,1,"[""KB_00041"", ""KB_00041"", ""KB_00048""]","[""I was a little worried that this antenna would be a waste of money, but I was wrong. After years of pixelation and moving my old rabbit ears around to try to get stations, I wanted to try something better."", ""After years of pixelation and moving my old rabbit ears around to try to get stations, I wanted to try something better. I have this going in to a digital converter box as I still have a tube TV. After messing around with the placement, I get more channels than before and I no longer have to worry about if where I sit in the room will affect my reception."", ""When using the amp u can get channel 11 and a few others as well. Also,my antenna box was opened and repacked  like it was a return. Not happy about that.""]",30.018624966032803
G_006,REC_006,B00CGW74YU,Electronics,long,descriptive,sentwin,3,It appears to be an elastic band around the middle part of the lens. OUESTION: will this band interfere with the lens when  auto focusing?,[UNANSWERABLE],,1,"[""KB_00053"", ""KB_00051"", ""KB_00055""]","[""I love this product. The band fits great around the lens. No more worrying where to put the lens cap!"", ""The caps are spares, so I didn't need to use them, but I did snap on onto my lens and it appears to fit just fine and is made of heavy plastic...doesn't feel flimsy at all.The cap-keepers are wonderful! I really like the elastic to fit around the lens instead of hooking on to the strap anchor on the camera. It's much less in the way."", ""The caps arrived a timely manner and were appropriately packaged for shipment. They fit the lens as advertised and the elastic band does an excellent job of holding onto the lens barrel. Completely satisfied with the quality and price.""]",17.390749999321997
G_007,REC_007,B004HW6F9M,Electronics,medium,descriptive,sentwin,3,Do you need an amp for it?,Yes you do need an amp for it. I suggest pairing it with a pioneer digital amp. I have 2 of these In my TDI golf 2013 and they save so much space but have higher decibel readings then some of the extensive setups my friends have installed so far.,KB_00061,1,"[""KB_00065"", ""KB_00069"", ""KB_00066""]","[""Not sure if that is a mistake or what, but it is rated for 200 Watts. I am currently giving it 200 Watts (from a bridged RF 4 channel amp) and let me tell you, it will need no more. I've had sound systems that were insane in my younger days, so I know what to expect from a shallow mount 10&#34; sub."", ""I am not a person that likes a high amount of bass. This unit has enough bass anybody needs."", ""I was looking for a sub for my 2000 mustang ragtop to give me some bass when the top was down. Almost spent 600.00  plus at an electronics store, they said I would need a special setup to get bass. I read the reviews on this sub with the boss R1100M.""]",37.48120809905231
G_008,REC_008,B00CAN8ETE,Electronics,medium,descriptive,sentwin,3,Has any one tried this with any car stereo 30-pin adapters?,It works with most 30 pin adapters. There are a get radios however that will not use the same protocol and do not work with the NAXA,KB_00072,1,"[""KB_00074"", ""KB_00076"", ""KB_00075""]","[""Not only did it not work (it just got super hot), when I plugged my iPod back in there was now a thumping noise, and it would no longer charge the iPod. I have one of those USA Spec adapters that hooks into my stereo. So while I was able to return the NAXA, I'm out $100 for the iPod adapter that I now have to replace."", ""This thing never connected to any of my docks or with my car's 30pin cable. I sent it back and ordered the ViseeO Tune2Air WMA1000 which is more expensive, but works perfectly with every device I have and connects instantly in my car for A2DP Stereo Bluetooth music."", ""I thought this would work on my car. My car has a plugin for an ipod so i tried to use this so I can play music from my galaxy s2. Didn't work.""]",23.970625014044344
G_009,REC_009,B0013V3CQY,Electronics,long,descriptive,sentwin,3,Can this be connected to a laptop anyway to record if so what do I need if not what will I need to get,"Yes, mine is hooked up to a lap top via an EasyCAP DC60 - USB 2.0 Audio/video Creator Capture High-quality Analog Video and I use a software video capture program to record to the hard drive, however its tedious and I reccomend getting aZmodo PKD-DK4216-500GB H.264 Internet & 3G Phone Accessible 4-Channel DVR with 4 Night Vision Cameras and 500 GB HD for about 100 bucks more for easy recording of surveillance video.",KB_00086,1,"[""KB_00085"", ""KB_00082"", ""KB_00082""]","[""I have yet to catch him, but I have caught many other crazy things outside with this camera. I attached it to my DVD recorder, so I can record for up to several hours non stop and catch anything I might miss."", ""The LCD even has an option to scroll back and forth between the two.Cons:1) To record you do need to hook it up to a recording device. Sadly it does not record on its own which does limit it's helpfulness a bit.2) Sometimes when viewed on a larger TV, the screen can be a bit snowy. However it has never gotten nearly bad enough for me that I couldn't see what was going on outside.3)The camera does need to be sheltered when used outside."", ""The LCD even has an option to scroll back and forth between the two.Cons:1) To record you do need to hook it up to a recording device. Sadly it does not record on its own which does limit it's helpfulness a bit.2) Sometimes when viewed on a larger TV, the screen can be a bit snowy.""]",32.11983304936439
G_010,REC_010,B004JKBVBY,Electronics,long,descriptive,sentwin,3,Polaroid GL10 PC Driver Does anyone know if Polaroid has issued a printer driver for PC (Win 7) to allow printing on the GL10?I have emailed the Polaroid Customer Contact with no reply.The product instructions say to contact poloriod.com for the software.  I can't find it on that site.Thanks.,"You have to go to, http://www.polaroid.com/en/greylabel and drag the large gray slider bar at the bottom of the page about half way to the right. There you will find links to the Android App, Mac, 32bit and 64bit Windows versions.",KB_00091,1,"[""KB_00091"", ""KB_00093"", ""KB_00094""]","[""Before noticing the button, I had sent and resent the file multiple times thinking it wasn't working.It took two weeks to find the mythical software on the Polaroid site that allows you to print from your computer. You have to go to polaroid dot com /en/greylabel  That's where you find the software for your PC and android smartphones."", ""I understood this product was trying to recreate original Polaroid instant photos when I bought it.Ultimately, I returned the GL10. I like Polaroid's concept regarding this printer. However, the printing jams and the poor user interface in both the PC and Android applications make this product unsatisfactory."", ""I recently purchased the Portable GL10 Zink Printer from Amazon.com. I purchased the product in the view that it was a great idea and an extremely useful way of bringing back the old polaroid photograph style.However, whenever I downloaded the software from the Polaroid website which accompanies the printer, and decided to choose one of the overlaying filters for the photograph, my printer is no longer able to print the normal white border or any other filter.""]",33.18108303938061
